,Advert_No,Price,Room_Count,Meter_Square,Build_Age,Town,Neighbourhood
858,125194-89,                955000                 ,4,150,32,Selçuklu,Işıklar
859,81846-1555,                5830000                 ,5,225,4,Selçuklu,Selçuk
860,123893-278,                1500000                 ,3,140,30,Meram,Havzan
861,132375-88,                2100000                 ,4,174,5,Karatay,Çelebi
862,131749-66,                600000                 ,4,110,40,Selçuklu,Nişantaş
863,130990-93,                1725000                 ,4,168,0,Akşehir,Gazi
864,130018-7,                3450000                 ,5,190,3,Selçuklu,Hacıkaymak
865,131537-30,                5350000                 ,5,500,1,Meram,Hatıp
866,129831-68,                3350000                 ,5,187,0,Selçuklu,Yazır
867,131405-72,                1290000                 ,4,155,13,Selçuklu,Kosova
868,134357-9,                1200000                 ,4,160,21,Selçuklu,Fatih
869,130544-2,                1625000                 ,4,145,0,Karatay,Hacıibalı
870,125838-228,                1850000                 ,4,165,0,Karatay,Gaziosmanpaşa
871,0-40499377,                910000                 ,3,105,43,Selçuklu,Cumhuriyet
872,0-40288567,                1500000                 ,4,150,35,Selçuklu,Feritpaşa
873,131006-130,                380000                 ,3,200,30,Derebucak,Tepearası
874,129985-138,                1350000                 ,4,150,7,Ereğli,ZiyaGökalp
875,124086-190,                1165000                 ,3,100,0,Karatay,Karaaslandede
876,92473-654,                820000                 ,4,110,30,Selçuklu,Malazgirt
877,125962-78,                5500000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
878,67219-793,                950000                 ,3,140,29,Selçuklu,Işıklar
879,128842-368,                1715000                 ,4,155,0,Karatay,Hamzaoğlu
880,78825-592,                1500000                 ,4,175,10,Karatay,Mengene
881,125746-115,                1550000                 ,4,150,0,Karatay,Kumköprü
882,103244-206,                1370000                 ,4,136,0,Karatay,Erenler
883,125652-447,                1070000                 ,4,155,25,Selçuklu,Bedir
884,88418-64,                1750000                 ,3,145,5,Karatay,Ulubatlıhasan
885,134423-185,                2150000                 ,4,120,4,Meram,Alakova
886,129467-165,                1900000                 ,5,210,0,Karatay,Keçeciler
887,92343-632,                3200000                 ,5,225,3,Ereğli,Talatpaşa
888,88620-249,                1950000                 ,3,100,5,Selçuklu,Kosova
889,122432-345,                1750000                 ,4,185,1,Karatay,Emirgazi
890,120987-202,                1600000                 ,3,125,0,Selçuklu,Buhara
891,115752-306,                1500000                 ,4,100,30,Ereğli,Sümer
892,135343-114,                1360000                 ,3,110,5,Karatay,Doğuş
893,107333-54,                1230000                 ,3,120,0,Karatay,Çatalhüyük
894,128032-290,                2900000                 ,4,180,5,Selçuklu,Kılınçarslan
895,99983-530,                1400000                 ,3,140,1,Karatay,Doğuş
896,122780-77,                2550000                 ,4,165,0,Selçuklu,Yazır
897,112034-184,                1475000                 ,3,145,6,Selçuklu,SelahaddinEyyubi
898,128440-51,                2100000                 ,5,185,0,Ereğli,Atakent
899,129070-97,                1485000                 ,4,165,5,Ereğli,Cahı
900,46557-1736,                2350000                 ,4,184,0,Meram,Karahüyük
901,120072-41,                1300000                 ,5,180,14,Karatay,Nakipoğlu
902,89673-1559,                1160000                 ,4,110,35,Selçuklu,Malazgirt
903,62608-988,                1100000                 ,3,110,25,Ereğli,Aydınlar
904,112892-701,                1715000                 ,4,165,8,Ereğli,Kazancı
905,78639-2999,                1580000                 ,4,165,0,Ereğli,BatıElagözlü
906,84875-726,                1465000                 ,3,75,0,Meram,Uluırmak
907,85077-112,                1425000                 ,4,140,18,Selçuklu,Yazır
908,93052-139,                8750000                 ,5,224,4,Meram,Yenişehir
909,121431-541,                1540000                 ,4,140,0,Selçuklu,Bedir
910,78862-21,                2200000                 ,4,175,0,Selçuklu,Şeker
911,103622-79,                2050000                 ,4,160,0,Meram,Yenişehir
912,131537-29,                4650000                 ,5,400,1,Meram,Hatıp
913,88738-74,                3300000                 ,5,170,5,Selçuklu,Beyhekim
914,131749-49,                1750000                 ,4,165,7,Meram,Uluırmak
915,132449-62,                1600000                 ,4,140,3,Karatay,Hacıibalı
916,97796-509,                2750000                 ,5,190,3,Selçuklu,Hacıkaymak
917,60020-474,                825000                 ,3,125,20,Selçuklu,BosnaHersek
918,70173-915,                775000                 ,2,65,0,Ereğli,Toros
919,135392-17,                1200000                 ,4,120,0,Meram,Bahçeşehir
920,133987-26,                770000                 ,4,160,30,Selçuklu,HüsamettinÇelebi
921,95118-341,                1500000                 ,4,150,10,Karatay,Yediler
922,5195-2815,                1750000                 ,4,190,0,Karatay,Orhangazi
923,5115-3543,                13000000                 ,6,470,15,Meram,Yaka
924,129230-29,                10000000                 ,8,360,25,Meram,Alavardı
925,65907-2958,                565000                 ,3,70,25,Ereğli,MehmetAkif
926,57166-345,                550000                 ,3,120,10,Akşehir,Gazi
927,76578-2891,                1280000                 ,3,140,7,Karatay,Karaciğan
928,130520-445,                1100000                 ,2,60,5,Karatay,Fetih
929,128842-367,                920000                 ,3,140,30,Selçuklu,Dumlupınar
930,122179-382,                1750000                 ,4,170,7,Selçuklu,BosnaHersek
931,99886-337,                1400000                 ,3,116,0,Karatay,Orhangazi
932,65626-170,                5450000                 ,4,295,0,Meram,Kozağaç
933,125652-446,                2000000                 ,4,160,0,Selçuklu,Akşemsettin
934,132760-104,                2300000                 ,4,165,7,Ereğli,Aydınlar
935,134423-173,                1600000                 ,4,154,0,Karatay,KerimDede
936,129467-163,                1550000                 ,4,150,0,Karatay,Karakulak
937,88418-39,                1950000                 ,4,155,0,Karatay,Mengene
938,67219-686,                1840000                 ,4,165,0,Selçuklu,Bedir
939,123893-280,                2600000                 ,5,220,0,Selçuklu,Hocacihan
940,82412-2068,                4975000                 ,4,165,15,Selçuklu,Esenler
941,129170-69,                1250000                 ,3,120,4,Karatay,Doğuş
942,120987-200,                2650000                 ,4,170,0,Selçuklu,MehmetAkif
943,134113-83,                1700000                 ,3,120,35,Selçuklu,MusallaBağları
944,128140-110,                2549500                 ,4,175,7,Selçuklu,Kılınçarslan
945,125838-182,                1650000                 ,4,165,0,Karatay,Karakulak
946,93628-235,                2350000                 ,4,170,0,Selçuklu,SelahaddinEyyubi
947,115752-305,                1500000                 ,4,155,0,Ereğli,BatıElagözlü
948,135343-113,                8600000                 ,5,500,0,Meram,Karahüyük
949,128032-274,                1400000                 ,4,160,5,Selçuklu,Kosova
950,134878-28,                2450000                 ,3,140,0,Selçuklu,Kosova
951,122780-65,                2450000                 ,4,165,0,Selçuklu,Yazır
952,99983-502,                2400000                 ,3,140,0,Meram,Yenişehir
953,112034-170,                1425000                 ,3,125,0,Selçuklu,Malazgirt
954,46557-1734,                2375000                 ,4,165,0,Meram,Karahüyük
955,125962-99,                2000000                 ,4,170,0,Karatay,Kayacıkaraplar
956,59548-728,                2000000                 ,3,115,51,Selçuklu,Aydınlıkevler
957,119735-201,                2390000                 ,3,90,2,Ereğli,Alhan
958,130018-10,                1660000                 ,4,165,5,Selçuklu,SelahaddinEyyubi
959,127826-281,                1300000                 ,4,115,15,Selçuklu,BosnaHersek
960,135209-229,                1000000                 ,2,70,0,Ereğli,Talatpaşa
961,134877-41,                850000                 ,4,167,0,Meram,Uluırmak
962,57068-94,                2050000                 ,5,250,15,Karatay,BüyükSinan
963,78639-2998,                1750000                 ,4,160,0,Ereğli,HacıMustafa
964,2168-2154,                1000000                 ,4,120,15,Selçuklu,BosnaHersek
965,69350-1335,                635000                 ,4,135,30,Meram,Sahibiata
966,135159-23,                1950000                 ,5,200,3,Karatay,Ulubatlıhasan
967,103622-76,                1975000                 ,4,165,5,Selçuklu,Yazır
968,65192-205,                1500000                 ,4,155,2,Karatay,Mengene
969,135948-7,                4000000                 ,9,250,30,Meram,Kozağaç
970,88738-73,                1430000                 ,4,125,2,Karatay,BüyükSinan
971,132449-61,                1450000                 ,4,165,0,Karatay,Çelebi
972,70173-914,                795000                 ,2,60,0,Ereğli,Barbaros
973,60294-775,                850000                 ,2,90,40,Meram,Sahibiata
974,121431-812,                775000                 ,4,125,26,Selçuklu,BosnaHersek
975,61936-175,                8900000                 ,7,230,20,Meram,Yaka
976,93404-250,                650000                 ,4,135,30,Karatay,Şemsitebrizi
977,58332-405,                2200000                 ,4,160,0,Selçuklu,SelahaddinEyyubi
978,125746-146,                2100000                 ,4,160,0,Selçuklu,Sancak
979,60020-467,                1750000                 ,4,140,1,Karatay,Keçeciler
980,121745-434,                2325000                 ,4,190,4,Selçuklu,Kosova
981,130520-379,                1600000                 ,4,170,5,Karatay,Doğuş
982,15533-23,                830000                 ,4,100,22,Selçuklu,İhsaniye
983,128842-366,                1045000                 ,3,120,28,Selçuklu,Malazgirt
984,65907-2982,                2100000                 ,4,186,10,Ereğli,Alhan
985,94059-27,                950000                 ,2,56,5,Selçuklu,Kosova
986,125652-445,                2950000                 ,4,165,0,Selçuklu,SelahaddinEyyubi
987,66538-1514,                8490000                 ,6,270,0,Meram,Kovanağzı
988,132760-86,                1650000                 ,4,140,1,Ereğli,ZiyaGökalp
989,134423-55,                2300000                 ,8,138,15,Meram,Alakova
990,106960-145,                1400000                 ,4,165,11,Selçuklu,Parsana
991,62608-981,                1250000                 ,3,125,25,Ereğli,Aydınlar
992,97796-458,                785000                 ,5,210,25,Meram,Sahibiata
993,120987-199,                1750000                 ,3,125,0,Selçuklu,Yazır
994,115752-302,                780000                 ,2,65,1,Ereğli,Toros
995,135343-112,                6400000                 ,6,375,0,Meram,Karahüyük
996,99983-495,                1325000                 ,3,105,1,Karatay,KerimDede
997,112034-162,                1850000                 ,4,165,0,Selçuklu,Malazgirt
998,122780-63,                3950000                 ,5,205,0,Selçuklu,Yazır
999,84875-725,                1425000                 ,3,110,0,Karatay,Mengene
1000,0-40381033,                1335000                 ,4,205,30,Seydişehir,Sofuhane
1001,125683-791,                1400000                 ,4,160,25,Karatay,Keykubat
1002,57166-350,                650000                 ,3,120,20,Akşehir,İstasyon
1003,135542-9,                1550000                 ,4,120,0,Karatay,Selimsultan
1004,119735-196,                1700000                 ,4,160,7,Ereğli,Aydınlar
1005,64652-400,                1400000                 ,4,155,5,Meram,Köyceğiz
1006,129814-118,                2750000                 ,5,220,0,Selçuklu,Aydınlıkevler
1007,88297-54,                1610000                 ,4,165,0,Ereğli,Fatih
1008,131350-256,                2225000                 ,4,160,3,Selçuklu,Sancak
1009,133419-61,                1750000                 ,4,165,10,Meram,Çaybaşı
1010,88738-71,                3100000                 ,6,180,7,Selçuklu,Beyhekim
1011,73671-1070,                1650000                 ,4,160,0,Selçuklu,Parsana
1012,132449-55,                1490000                 ,4,150,0,Karatay,Erenler
1013,78639-2903,                1750000                 ,4,170,7,Ereğli,Aydınlar
1014,76578-2888,                1195000                 ,4,160,4,Karatay,Keçeciler
1015,136487-2,                849000                 ,4,135,25,Selçuklu,Işıklar
1016,129070-143,                1350000                 ,3,110,4,Ereğli,Alpaslan
1017,67219-792,                1785000                 ,4,155,5,Karatay,Mengene
1018,128972-368,                2150000                 ,4,160,0,Meram,Alavardı
1019,70173-913,                675000                 ,2,65,0,Ereğli,Toros
